,Unnamed: 0,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,precision_above_TH,support_below_TH,support_above_TH,report,elapsed_time,recall_above_TH,f1_above_TH,recall_below_TH,f1_below_TH
658,0,clf,kn,min,all,High_YES_1_1_1,0_60,included,basic,0.72,{'n_neighbors': 61},0.71,0.68,0.74,0.55,270.0,119.0,"{'0': {'precision': 0.7386018237082067, 'recall': 0.9, 'f1-score': 0.8113522537562604, 'support': 270}, '1': {'precision': 0.55, 'recall': 0.2773109243697479, 'f1-score': 0.3687150837988827, 'support': 119}, 'micro avg': {'precision': 0.7095115681233933, 'recall': 0.7095115681233933, 'f1-score': 0.7095115681233933, 'support': 389}, 'macro avg': {'precision': 0.6443009118541034, 'recall': 0.588655462184874, 'f1-score': 0.5900336687775716, 'support': 389}, 'weighted avg': {'precision': 0.6809061501316602, 'recall': 0.7095115681233933, 'f1-score': 0.6759439678309959, 'support': 389}}",0.4,0.28,0.37,0.9,0.81
659,1,clf,svc-rbf,min,all,High_YES_1_1_1,0_60,included,basic,0.68,"{'C': 1, 'gamma': 1}",0.69,0.48,0.69,0.0,270.0,119.0,"{'0': {'precision': 0.6940874035989717, 'recall': 1.0, 'f1-score': 0.8194233687405159, 'support': 270}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}, 'micro avg': {'precision': 0.6940874035989717, 'recall': 0.6940874035989717, 'f1-score': 0.6940874035989717, 'support': 389}, 'macro avg': {'precision': 0.34704370179948585, 'recall': 0.5, 'f1-score': 0.40971168437025796, 'support': 389}, 'weighted avg': {'precision': 0.48175732383476183, 'recall': 0.6940874035989717, 'f1-score': 0.5687514384574275, 'support': 389}}",0.49,0.0,0.0,1.0,0.82
660,2,clf,dtree,min,all,High_YES_1_1_1,0_60,included,basic,0.72,"{'max_depth': 2, 'min_samples_leaf': 200}",0.7,0.68,0.75,0.53,270.0,119.0,"{'0': {'precision': 0.7476038338658147, 'recall': 0.8666666666666667, 'f1-score': 0.8027444253859348, 'support': 270}, '1': {'precision': 0.5263157894736842, 'recall': 0.33613445378151263, 'f1-score': 0.41025641025641024, 'support': 119}, 'micro avg': {'precision': 0.7043701799485861, 'recall': 0.7043701799485861, 'f1-score': 0.7043701799485861, 'support': 389}, 'macro avg': {'precision': 0.6369598116697495, 'recall': 0.6014005602240897, 'f1-score': 0.6065004178211726, 'support': 389}, 'weighted avg': {'precision': 0.679909033653312, 'recall': 0.7043701799485861, 'f1-score': 0.6826773976213759, 'support': 389}}",0.09,0.34,0.41,0.87,0.8
661,3,clf,rforest,min,all,High_YES_1_1_1,0_60,included,basic,0.72,"{'max_depth': 5, 'min_samples_leaf': 30, 'n_estimators': 50}",0.71,0.68,0.73,0.57,270.0,119.0,"{'0': {'precision': 0.7309941520467836, 'recall': 0.9259259259259259, 'f1-score': 0.8169934640522876, 'support': 270}, '1': {'precision': 0.574468085106383, 'recall': 0.226890756302521, 'f1-score': 0.32530120481927716, 'support': 119}, 'micro avg': {'precision': 0.712082262210797, 'recall': 0.712082262210797, 'f1-score': 0.712082262210797, 'support': 389}, 'macro avg': {'precision': 0.6527311185765834, 'recall': 0.5764083411142235, 'f1-score': 0.5711473344357824, 'support': 389}, 'weighted avg': {'precision': 0.6831108565046046, 'recall': 0.712082262210797, 'f1-score': 0.6665786084000299, 'support': 389}}",8.76,0.23,0.33,0.93,0.82
662,4,clf,xgb,min,all,High_YES_1_1_1,0_60,included,basic,0.72,{'n_estimators': 10},0.72,0.71,0.76,0.57,270.0,119.0,"{'0': {'precision': 0.7637540453074434, 'recall': 0.8740740740740741, 'f1-score': 0.8151986183074266, 'support': 270}, '1': {'precision': 0.575, 'recall': 0.3865546218487395, 'f1-score': 0.4623115577889447, 'support': 119}, 'micro avg': {'precision': 0.7249357326478149, 'recall': 0.7249357326478149, 'f1-score': 0.7249357326478149, 'support': 389}, 'macro avg': {'precision': 0.6693770226537217, 'recall': 0.6303143479614068, 'f1-score': 0.6387550880481856, 'support': 389}, 'weighted avg': {'precision': 0.7060118052262461, 'recall': 0.7249357326478149, 'f1-score': 0.707246021387891, 'support': 389}}",0.06,0.39,0.46,0.87,0.82
663,5,clf,gboosting,min,all,High_YES_1_1_1,0_60,included,basic,0.71,{'n_estimators': 50},0.72,0.7,0.76,0.58,270.0,119.0,"{'0': {'precision': 0.7587301587301587, 'recall': 0.8851851851851852, 'f1-score': 0.8170940170940171, 'support': 270}, '1': {'precision': 0.581081081081081, 'recall': 0.36134453781512604, 'f1-score': 0.4455958549222798, 'support': 119}, 'micro avg': {'precision': 0.7249357326478149, 'recall': 0.7249357326478149, 'f1-score': 0.7249357326478149, 'support': 389}, 'macro avg': {'precision': 0.6699056199056199, 'recall': 0.6232648615001556, 'f1-score': 0.6313449360081484, 'support': 389}, 'weighted avg': {'precision': 0.7043850681382816, 'recall': 0.7249357326478149, 'f1-score': 0.7034480497458507, 'support': 389}}",0.18,0.36,0.45,0.89,0.82
664,6,clf,ada,min,all,High_YES_1_1_1,0_60,included,basic,0.71,{'n_estimators': 10},0.74,0.72,0.78,0.59,270.0,119.0,"{'0': {'precision': 0.7792642140468228, 'recall': 0.8629629629629629, 'f1-score': 0.8189806678383128, 'support': 270}, '1': {'precision': 0.5888888888888889, 'recall': 0.44537815126050423, 'f1-score': 0.507177033492823, 'support': 119}, 'micro avg': {'precision': 0.7352185089974294, 'recall': 0.7352185089974294, 'f1-score': 0.7352185089974294, 'support': 389}, 'macro avg': {'precision': 0.6840765514678558, 'recall': 0.6541705571117336, 'f1-score': 0.6630788506655678, 'support': 389}, 'weighted avg': {'precision': 0.7210260040370693, 'recall': 0.7352185089974294, 'f1-score': 0.7235960084884072, 'support': 389}}",0.26,0.45,0.51,0.86,0.82
672,0,clf,kn,max,basic,ALL_NO_1_1_1,30_120,included,basic,0.75,{'n_neighbors': 71},0.74,0.76,0.74,0.83,947.0,345.0,"{'0': {'precision': 0.7356143079315708, 'recall': 0.9989440337909187, 'f1-score': 0.8472906403940887, 'support': 947}, '1': {'precision': 0.8333333333333334, 'recall': 0.014492753623188406, 'f1-score': 0.02849002849002849, 'support': 345}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.7844738206324521, 'recall': 0.5067183937070535, 'f1-score': 0.4378903344420586, 'support': 1292}, 'weighted avg': {'precision': 0.7617080105349826, 'recall': 0.7360681114551083, 'f1-score': 0.6286480621379735, 'support': 1292}}",6.17,0.01,0.03,1.0,0.85
673,1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,30_120,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.73,0.54,0.73,0.0,947.0,345.0,"{'0': {'precision': 0.7329721362229102, 'recall': 1.0, 'f1-score': 0.8459133541759715, 'support': 947}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 345}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.3664860681114551, 'recall': 0.5, 'f1-score': 0.42295667708798573, 'support': 1292}, 'weighted avg': {'precision': 0.5372481524791765, 'recall': 0.7329721362229102, 'f1-score': 0.620030918269849, 'support': 1292}}",7.9,0.0,0.0,1.0,0.85
674,2,clf,dtree,max,basic,ALL_NO_1_1_1,30_120,included,basic,0.75,"{'max_depth': 4, 'min_samples_leaf': 150}",0.73,0.68,0.75,0.49,947.0,345.0,"{'0': {'precision': 0.7475247524752475, 'recall': 0.9567053854276664, 'f1-score': 0.8392774432607689, 'support': 947}, '1': {'precision': 0.4875, 'recall': 0.11304347826086956, 'f1-score': 0.18352941176470589, 'support': 345}, 'micro avg': {'precision': 0.7314241486068112, 'recall': 0.7314241486068112, 'f1-score': 0.7314241486068112, 'support': 1292}, 'macro avg': {'precision': 0.6175123762376238, 'recall': 0.534874431844268, 'f1-score': 0.5114034275127374, 'support': 1292}, 'weighted avg': {'precision': 0.6780908982926156, 'recall': 0.7314241486068112, 'f1-score': 0.6641744472343435, 'support': 1292}}",0.56,0.11,0.18,0.96,0.84
675,3,clf,rforest,max,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",0.74,0.7,0.74,0.57,947.0,345.0,"{'0': {'precision': 0.7449718423169751, 'recall': 0.9778247096092925, 'f1-score': 0.845662100456621, 'support': 947}, '1': {'precision': 0.5714285714285714, 'recall': 0.08115942028985507, 'f1-score': 0.14213197969543145, 'support': 345}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.6582002068727733, 'recall': 0.5294920649495738, 'f1-score': 0.49389704007602625, 'support': 1292}, 'weighted avg': {'precision': 0.6986309534187558, 'recall': 0.7383900928792569, 'f1-score': 0.6577999552069226, 'support': 1292}}",21.0,0.08,0.14,0.98,0.85
676,4,clf,xgb,max,basic,ALL_NO_1_1_1,30_120,included,basic,0.75,{'n_estimators': 50},0.74,0.71,0.75,0.59,947.0,345.0,"{'0': {'precision': 0.7475728155339806, 'recall': 0.9757127771911299, 'f1-score': 0.8465414567109482, 'support': 947}, '1': {'precision': 0.5892857142857143, 'recall': 0.09565217391304348, 'f1-score': 0.16458852867830426, 'support': 345}, 'micro avg': {'precision': 0.7407120743034056, 'recall': 0.7407120743034056, 'f1-score': 0.7407120743034055, 'support': 1292}, 'macro avg': {'precision': 0.6684292649098474, 'recall': 0.5356824755520867, 'f1-score': 0.5055649926946262, 'support': 1292}, 'weighted avg': {'precision': 0.7053057490241882, 'recall': 0.7407120743034056, 'f1-score': 0.6644410231418598, 'support': 1292}}",0.33,0.1,0.16,0.98,0.85
677,5,clf,gboosting,max,basic,ALL_NO_1_1_1,30_120,included,basic,0.75,{'n_estimators': 100},0.73,0.68,0.75,0.48,947.0,345.0,"{'0': {'precision': 0.7475165562913907, 'recall': 0.9535374868004224, 'f1-score': 0.8380510440835267, 'support': 947}, '1': {'precision': 0.47619047619047616, 'recall': 0.11594202898550725, 'f1-score': 0.1864801864801865, 'support': 345}, 'micro avg': {'precision': 0.7298761609907121, 'recall': 0.7298761609907121, 'f1-score': 0.7298761609907122, 'support': 1292}, 'macro avg': {'precision': 0.6118535162409334, 'recall': 0.5347397578929648, 'f1-score': 0.5122656152818565, 'support': 1292}, 'weighted avg': {'precision': 0.6750649327350319, 'recall': 0.7298761609907121, 'f1-score': 0.6640634698783004, 'support': 1292}}",0.85,0.12,0.19,0.95,0.84
678,6,clf,ada,max,basic,ALL_NO_1_1_1,30_120,included,basic,0.75,{'n_estimators': 10},0.74,0.69,0.75,0.52,947.0,345.0,"{'0': {'precision': 0.7546218487394958, 'recall': 0.9482576557550159, 'f1-score': 0.8404305100608329, 'support': 947}, '1': {'precision': 0.5196078431372549, 'recall': 0.1536231884057971, 'f1-score': 0.2371364653243848, 'support': 345}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.6371148459383753, 'recall': 0.5509404220804065, 'f1-score': 0.5387834876926089, 'support': 1292}, 'weighted avg': {'precision': 0.6918665608658323, 'recall': 0.7360681114551083, 'f1-score': 0.6793341900654191, 'support': 1292}}",0.78,0.15,0.24,0.95,0.84
686,0,clf,kn,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_neighbors': 41},0.76,0.69,0.77,0.43,993.0,299.0,"{'0': {'precision': 0.7740652346857597, 'recall': 0.9798590130916415, 'f1-score': 0.8648888888888888, 'support': 993}, '1': {'precision': 0.42857142857142855, 'recall': 0.05016722408026756, 'f1-score': 0.08982035928143713, 'support': 299}, 'micro avg': {'precision': 0.7647058823529411, 'recall': 0.7647058823529411, 'f1-score': 0.7647058823529412, 'support': 1292}, 'macro avg': {'precision': 0.6013183316285942, 'recall': 0.5150131185859546, 'f1-score': 0.477354624085163, 'support': 1292}, 'weighted avg': {'precision': 0.6941096247568239, 'recall': 0.7647058823529411, 'f1-score': 0.6855193143125514, 'support': 1292}}",5.31,0.05,0.09,0.98,0.86
687,1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.77,0.59,0.77,0.0,993.0,299.0,"{'0': {'precision': 0.7685758513931888, 'recall': 1.0, 'f1-score': 0.8691466083150985, 'support': 993}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 299}, 'micro avg': {'precision': 0.7685758513931888, 'recall': 0.7685758513931888, 'f1-score': 0.7685758513931888, 'support': 1292}, 'macro avg': {'precision': 0.3842879256965944, 'recall': 0.5, 'f1-score': 0.43457330415754925, 'support': 1292}, 'weighted avg': {'precision': 0.5907088393447651, 'recall': 0.7685758513931888, 'f1-score': 0.6680050944712792, 'support': 1292}}",7.95,0.0,0.0,1.0,0.87
688,2,clf,dtree,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 150}",0.76,0.71,0.79,0.44,993.0,299.0,"{'0': {'precision': 0.7868576242628476, 'recall': 0.9405840886203424, 'f1-score': 0.8568807339449541, 'support': 993}, '1': {'precision': 0.4380952380952381, 'recall': 0.15384615384615385, 'f1-score': 0.22772277227722776, 'support': 299}, 'micro avg': {'precision': 0.7585139318885449, 'recall': 0.7585139318885449, 'f1-score': 0.758513931888545, 'support': 1292}, 'macro avg': {'precision': 0.6124764311790428, 'recall': 0.5472151212332481, 'f1-score': 0.542301753111091, 'support': 1292}, 'weighted avg': {'precision': 0.7061455859779286, 'recall': 0.7585139318885449, 'f1-score': 0.7112783883268039, 'support': 1292}}",0.57,0.15,0.23,0.94,0.86
689,3,clf,rforest,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.77,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 50}",0.76,0.69,0.78,0.42,993.0,299.0,"{'0': {'precision': 0.7766129032258065, 'recall': 0.9697885196374623, 'f1-score': 0.8625167935512763, 'support': 993}, '1': {'precision': 0.4230769230769231, 'recall': 0.07357859531772576, 'f1-score': 0.12535612535612536, 'support': 299}, 'micro avg': {'precision': 0.7623839009287926, 'recall': 0.7623839009287926, 'f1-score': 0.7623839009287926, 'support': 1292}, 'macro avg': {'precision': 0.5998449131513648, 'recall': 0.521683557477594, 'f1-score': 0.49393645945370085, 'support': 1292}, 'weighted avg': {'precision': 0.6947961400179766, 'recall': 0.7623839009287926, 'f1-score': 0.6919200135277855, 'support': 1292}}",21.34,0.07,0.13,0.97,0.86
690,4,clf,xgb,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_estimators': 10},0.77,0.72,0.79,0.51,993.0,299.0,"{'0': {'precision': 0.7855382087099425, 'recall': 0.9627391742195368, 'f1-score': 0.865158371040724, 'support': 993}, '1': {'precision': 0.5066666666666667, 'recall': 0.12709030100334448, 'f1-score': 0.2032085561497326, 'support': 299}, 'micro avg': {'precision': 0.7693498452012384, 'recall': 0.7693498452012384, 'f1-score': 0.7693498452012384, 'support': 1292}, 'macro avg': {'precision': 0.6461024376883047, 'recall': 0.5449147376114406, 'f1-score': 0.5341834635952283, 'support': 1292}, 'weighted avg': {'precision': 0.7210005995219089, 'recall': 0.7693498452012384, 'f1-score': 0.71196719870914, 'support': 1292}}",0.32,0.13,0.2,0.96,0.87
691,5,clf,gboosting,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_estimators': 100},0.75,0.7,0.79,0.42,993.0,299.0,"{'0': {'precision': 0.7864406779661017, 'recall': 0.9345417925478349, 'f1-score': 0.854118729866544, 'support': 993}, '1': {'precision': 0.41964285714285715, 'recall': 0.15719063545150502, 'f1-score': 0.22871046228710468, 'support': 299}, 'micro avg': {'precision': 0.7546439628482973, 'recall': 0.7546439628482973, 'f1-score': 0.7546439628482972, 'support': 1292}, 'macro avg': {'precision': 0.6030417675544795, 'recall': 0.54586621399967, 'f1-score': 0.5414145960768244, 'support': 1292}, 'weighted avg': {'precision': 0.7015548045712487, 'recall': 0.7546439628482973, 'f1-score': 0.7093841540103116, 'support': 1292}}",0.85,0.16,0.23,0.93,0.85
692,6,clf,ada,min,basic,ALL_NO_1_1_1,30_120,included,basic,0.76,{'n_estimators': 50},0.75,0.71,0.79,0.43,993.0,299.0,"{'0': {'precision': 0.792894280762565, 'recall': 0.9214501510574018, 'f1-score': 0.8523521192361434, 'support': 993}, '1': {'precision': 0.43478260869565216, 'recall': 0.20066889632107024, 'f1-score': 0.2745995423340961, 'support': 299}, 'micro avg': {'precision': 0.7546439628482973, 'recall': 0.7546439628482973, 'f1-score': 0.7546439628482972, 'support': 1292}, 'macro avg': {'precision': 0.6138384447291085, 'recall': 0.5610595236892361, 'f1-score': 0.5634758307851198, 'support': 1292}, 'weighted avg': {'precision': 0.7100185919483182, 'recall': 0.7546439628482973, 'f1-score': 0.7186462210211958, 'support': 1292}}",0.86,0.2,0.27,0.92,0.85
